,Series Name,Period,Frequency,Value,Units
303,"Henry Hub Natural Gas Spot Price, Daily",20190828,D,2.24,Dollars per Million Btu
304,"Henry Hub Natural Gas Spot Price, Daily",20190827,D,2.24,Dollars per Million Btu
305,"Henry Hub Natural Gas Spot Price, Daily",20190826,D,2.23,Dollars per Million Btu
306,"Henry Hub Natural Gas Spot Price, Daily",20190823,D,2.15,Dollars per Million Btu
307,"Henry Hub Natural Gas Spot Price, Daily",20190822,D,2.28,Dollars per Million Btu
308,"Henry Hub Natural Gas Spot Price, Daily",20190821,D,2.31,Dollars per Million Btu
309,"Henry Hub Natural Gas Spot Price, Daily",20190820,D,2.35,Dollars per Million Btu
310,"Henry Hub Natural Gas Spot Price, Daily",20190819,D,2.26,Dollars per Million Btu
311,"Henry Hub Natural Gas Spot Price, Daily",20190816,D,2.2,Dollars per Million Btu
312,"Henry Hub Natural Gas Spot Price, Daily",20190815,D,2.19,Dollars per Million Btu
313,"Henry Hub Natural Gas Spot Price, Daily",20190814,D,2.22,Dollars per Million Btu
314,"Henry Hub Natural Gas Spot Price, Daily",20190813,D,2.24,Dollars per Million Btu
315,"Henry Hub Natural Gas Spot Price, Daily",20190812,D,2.21,Dollars per Million Btu
316,"Henry Hub Natural Gas Spot Price, Daily",20190809,D,2.09,Dollars per Million Btu
317,"Henry Hub Natural Gas Spot Price, Daily",20190808,D,2.13,Dollars per Million Btu
318,"Henry Hub Natural Gas Spot Price, Daily",20190807,D,2.18,Dollars per Million Btu
319,"Henry Hub Natural Gas Spot Price, Daily",20190806,D,2.15,Dollars per Million Btu
320,"Henry Hub Natural Gas Spot Price, Daily",20190805,D,2.02,Dollars per Million Btu
321,"Henry Hub Natural Gas Spot Price, Daily",20190802,D,2.12,Dollars per Million Btu
322,"Henry Hub Natural Gas Spot Price, Daily",20190801,D,2.36,Dollars per Million Btu
323,"Henry Hub Natural Gas Spot Price, Daily",20190731,D,2.28,Dollars per Million Btu
324,"Henry Hub Natural Gas Spot Price, Daily",20190730,D,2.22,Dollars per Million Btu
325,"Henry Hub Natural Gas Spot Price, Daily",20190729,D,2.23,Dollars per Million Btu
326,"Henry Hub Natural Gas Spot Price, Daily",20190726,D,2.23,Dollars per Million Btu
327,"Henry Hub Natural Gas Spot Price, Daily",20190725,D,2.26,Dollars per Million Btu
328,"Henry Hub Natural Gas Spot Price, Daily",20190724,D,2.33,Dollars per Million Btu
329,"Henry Hub Natural Gas Spot Price, Daily",20190723,D,2.34,Dollars per Million Btu
330,"Henry Hub Natural Gas Spot Price, Daily",20190722,D,2.33,Dollars per Million Btu
331,"Henry Hub Natural Gas Spot Price, Daily",20190719,D,2.3,Dollars per Million Btu
332,"Henry Hub Natural Gas Spot Price, Daily",20190718,D,2.38,Dollars per Million Btu
333,"Henry Hub Natural Gas Spot Price, Daily",20190717,D,2.44,Dollars per Million Btu
334,"Henry Hub Natural Gas Spot Price, Daily",20190716,D,2.53,Dollars per Million Btu
335,"Henry Hub Natural Gas Spot Price, Daily",20190715,D,2.53,Dollars per Million Btu
336,"Henry Hub Natural Gas Spot Price, Daily",20190712,D,2.54,Dollars per Million Btu
337,"Henry Hub Natural Gas Spot Price, Daily",20190711,D,2.54,Dollars per Million Btu
338,"Henry Hub Natural Gas Spot Price, Daily",20190710,D,2.49,Dollars per Million Btu
339,"Henry Hub Natural Gas Spot Price, Daily",20190709,D,2.41,Dollars per Million Btu
340,"Henry Hub Natural Gas Spot Price, Daily",20190708,D,2.39,Dollars per Million Btu
341,"Henry Hub Natural Gas Spot Price, Daily",20190703,D,2.29,Dollars per Million Btu
342,"Henry Hub Natural Gas Spot Price, Daily",20190702,D,2.3,Dollars per Million Btu
343,"Henry Hub Natural Gas Spot Price, Daily",20190701,D,2.33,Dollars per Million Btu
344,"Henry Hub Natural Gas Spot Price, Daily",20190628,D,2.42,Dollars per Million Btu
345,"Henry Hub Natural Gas Spot Price, Daily",20190627,D,2.32,Dollars per Million Btu
346,"Henry Hub Natural Gas Spot Price, Daily",20190626,D,2.34,Dollars per Million Btu
347,"Henry Hub Natural Gas Spot Price, Daily",20190625,D,2.31,Dollars per Million Btu
348,"Henry Hub Natural Gas Spot Price, Daily",20190624,D,2.31,Dollars per Million Btu
349,"Henry Hub Natural Gas Spot Price, Daily",20190621,D,2.27,Dollars per Million Btu
350,"Henry Hub Natural Gas Spot Price, Daily",20190620,D,2.38,Dollars per Million Btu
351,"Henry Hub Natural Gas Spot Price, Daily",20190619,D,2.43,Dollars per Million Btu
352,"Henry Hub Natural Gas Spot Price, Daily",20190618,D,2.44,Dollars per Million Btu
353,"Henry Hub Natural Gas Spot Price, Daily",20190617,D,2.46,Dollars per Million Btu
354,"Henry Hub Natural Gas Spot Price, Daily",20190614,D,2.37,Dollars per Million Btu
355,"Henry Hub Natural Gas Spot Price, Daily",20190613,D,2.43,Dollars per Million Btu
356,"Henry Hub Natural Gas Spot Price, Daily",20190612,D,2.43,Dollars per Million Btu
357,"Henry Hub Natural Gas Spot Price, Daily",20190611,D,2.41,Dollars per Million Btu
358,"Henry Hub Natural Gas Spot Price, Daily",20190610,D,2.42,Dollars per Million Btu
359,"Henry Hub Natural Gas Spot Price, Daily",20190607,D,2.43,Dollars per Million Btu
360,"Henry Hub Natural Gas Spot Price, Daily",20190606,D,2.4,Dollars per Million Btu
361,"Henry Hub Natural Gas Spot Price, Daily",20190605,D,2.45,Dollars per Million Btu
362,"Henry Hub Natural Gas Spot Price, Daily",20190604,D,2.45,Dollars per Million Btu
363,"Henry Hub Natural Gas Spot Price, Daily",20190603,D,2.5,Dollars per Million Btu
364,"Henry Hub Natural Gas Spot Price, Daily",20190531,D,2.59,Dollars per Million Btu
365,"Henry Hub Natural Gas Spot Price, Daily",20190530,D,2.69,Dollars per Million Btu
366,"Henry Hub Natural Gas Spot Price, Daily",20190529,D,2.69,Dollars per Million Btu
367,"Henry Hub Natural Gas Spot Price, Daily",20190528,D,2.65,Dollars per Million Btu
368,"Henry Hub Natural Gas Spot Price, Daily",20190527,D,2.6,Dollars per Million Btu
369,"Henry Hub Natural Gas Spot Price, Daily",20190524,D,2.6,Dollars per Million Btu
370,"Henry Hub Natural Gas Spot Price, Daily",20190523,D,2.56,Dollars per Million Btu
371,"Henry Hub Natural Gas Spot Price, Daily",20190522,D,2.73,Dollars per Million Btu
372,"Henry Hub Natural Gas Spot Price, Daily",20190521,D,2.73,Dollars per Million Btu
373,"Henry Hub Natural Gas Spot Price, Daily",20190520,D,2.7,Dollars per Million Btu
374,"Henry Hub Natural Gas Spot Price, Daily",20190517,D,2.61,Dollars per Million Btu
375,"Henry Hub Natural Gas Spot Price, Daily",20190516,D,2.62,Dollars per Million Btu
376,"Henry Hub Natural Gas Spot Price, Daily",20190515,D,2.69,Dollars per Million Btu
377,"Henry Hub Natural Gas Spot Price, Daily",20190514,D,2.7,Dollars per Million Btu
378,"Henry Hub Natural Gas Spot Price, Daily",20190513,D,2.71,Dollars per Million Btu
379,"Henry Hub Natural Gas Spot Price, Daily",20190510,D,2.64,Dollars per Million Btu
380,"Henry Hub Natural Gas Spot Price, Daily",20190509,D,2.62,Dollars per Million Btu
381,"Henry Hub Natural Gas Spot Price, Daily",20190508,D,2.64,Dollars per Million Btu
382,"Henry Hub Natural Gas Spot Price, Daily",20190507,D,2.54,Dollars per Million Btu
383,"Henry Hub Natural Gas Spot Price, Daily",20190506,D,2.54,Dollars per Million Btu
384,"Henry Hub Natural Gas Spot Price, Daily",20190503,D,2.59,Dollars per Million Btu
385,"Henry Hub Natural Gas Spot Price, Daily",20190502,D,2.63,Dollars per Million Btu
386,"Henry Hub Natural Gas Spot Price, Daily",20190501,D,2.59,Dollars per Million Btu
387,"Henry Hub Natural Gas Spot Price, Daily",20190430,D,2.59,Dollars per Million Btu
388,"Henry Hub Natural Gas Spot Price, Daily",20190429,D,2.58,Dollars per Million Btu
389,"Henry Hub Natural Gas Spot Price, Daily",20190426,D,2.58,Dollars per Million Btu
390,"Henry Hub Natural Gas Spot Price, Daily",20190425,D,2.54,Dollars per Million Btu
391,"Henry Hub Natural Gas Spot Price, Daily",20190424,D,2.53,Dollars per Million Btu
392,"Henry Hub Natural Gas Spot Price, Daily",20190423,D,2.53,Dollars per Million Btu
393,"Henry Hub Natural Gas Spot Price, Daily",20190422,D,2.61,Dollars per Million Btu
394,"Henry Hub Natural Gas Spot Price, Daily",20190418,D,2.54,Dollars per Million Btu
395,"Henry Hub Natural Gas Spot Price, Daily",20190417,D,2.55,Dollars per Million Btu
396,"Henry Hub Natural Gas Spot Price, Daily",20190416,D,2.66,Dollars per Million Btu
397,"Henry Hub Natural Gas Spot Price, Daily",20190415,D,2.75,Dollars per Million Btu
398,"Henry Hub Natural Gas Spot Price, Daily",20190412,D,2.75,Dollars per Million Btu
399,"Henry Hub Natural Gas Spot Price, Daily",20190411,D,2.72,Dollars per Million Btu
400,"Henry Hub Natural Gas Spot Price, Daily",20190410,D,2.72,Dollars per Million Btu
401,"Henry Hub Natural Gas Spot Price, Daily",20190409,D,2.71,Dollars per Million Btu
402,"Henry Hub Natural Gas Spot Price, Daily",20190408,D,2.72,Dollars per Million Btu
403,"Henry Hub Natural Gas Spot Price, Daily",20190405,D,2.62,Dollars per Million Btu
404,"Henry Hub Natural Gas Spot Price, Daily",20190404,D,2.66,Dollars per Million Btu
405,"Henry Hub Natural Gas Spot Price, Daily",20190403,D,2.74,Dollars per Million Btu
406,"Henry Hub Natural Gas Spot Price, Daily",20190402,D,2.76,Dollars per Million Btu
407,"Henry Hub Natural Gas Spot Price, Daily",20190401,D,2.73,Dollars per Million Btu
408,"Henry Hub Natural Gas Spot Price, Daily",20190329,D,2.73,Dollars per Million Btu
409,"Henry Hub Natural Gas Spot Price, Daily",20190328,D,2.69,Dollars per Million Btu
410,"Henry Hub Natural Gas Spot Price, Daily",20190327,D,2.69,Dollars per Million Btu
411,"Henry Hub Natural Gas Spot Price, Daily",20190326,D,2.74,Dollars per Million Btu
412,"Henry Hub Natural Gas Spot Price, Daily",20190325,D,2.72,Dollars per Million Btu
413,"Henry Hub Natural Gas Spot Price, Daily",20190322,D,2.75,Dollars per Million Btu
414,"Henry Hub Natural Gas Spot Price, Daily",20190321,D,2.86,Dollars per Million Btu
415,"Henry Hub Natural Gas Spot Price, Daily",20190320,D,2.86,Dollars per Million Btu
416,"Henry Hub Natural Gas Spot Price, Daily",20190319,D,2.92,Dollars per Million Btu
417,"Henry Hub Natural Gas Spot Price, Daily",20190318,D,2.9,Dollars per Million Btu
418,"Henry Hub Natural Gas Spot Price, Daily",20190315,D,2.95,Dollars per Million Btu
419,"Henry Hub Natural Gas Spot Price, Daily",20190314,D,2.95,Dollars per Million Btu
420,"Henry Hub Natural Gas Spot Price, Daily",20190313,D,2.87,Dollars per Million Btu
421,"Henry Hub Natural Gas Spot Price, Daily",20190312,D,2.83,Dollars per Million Btu
422,"Henry Hub Natural Gas Spot Price, Daily",20190311,D,2.86,Dollars per Million Btu
423,"Henry Hub Natural Gas Spot Price, Daily",20190308,D,2.9,Dollars per Million Btu
424,"Henry Hub Natural Gas Spot Price, Daily",20190307,D,2.9,Dollars per Million Btu
425,"Henry Hub Natural Gas Spot Price, Daily",20190306,D,3.18,Dollars per Million Btu
426,"Henry Hub Natural Gas Spot Price, Daily",20190305,D,3.18,Dollars per Million Btu
427,"Henry Hub Natural Gas Spot Price, Daily",20190304,D,4.25,Dollars per Million Btu
428,"Henry Hub Natural Gas Spot Price, Daily",20190301,D,3.19,Dollars per Million Btu
429,"Henry Hub Natural Gas Spot Price, Daily",20190228,D,2.89,Dollars per Million Btu
430,"Henry Hub Natural Gas Spot Price, Daily",20190227,D,2.89,Dollars per Million Btu
431,"Henry Hub Natural Gas Spot Price, Daily",20190226,D,2.74,Dollars per Million Btu
432,"Henry Hub Natural Gas Spot Price, Daily",20190225,D,2.84,Dollars per Million Btu
433,"Henry Hub Natural Gas Spot Price, Daily",20190222,D,2.74,Dollars per Million Btu
434,"Henry Hub Natural Gas Spot Price, Daily",20190221,D,2.73,Dollars per Million Btu
435,"Henry Hub Natural Gas Spot Price, Daily",20190220,D,2.69,Dollars per Million Btu
436,"Henry Hub Natural Gas Spot Price, Daily",20190219,D,2.69,Dollars per Million Btu
437,"Henry Hub Natural Gas Spot Price, Daily",20190218,D,2.59,Dollars per Million Btu
438,"Henry Hub Natural Gas Spot Price, Daily",20190215,D,2.59,Dollars per Million Btu
439,"Henry Hub Natural Gas Spot Price, Daily",20190214,D,2.61,Dollars per Million Btu
440,"Henry Hub Natural Gas Spot Price, Daily",20190213,D,2.61,Dollars per Million Btu
441,"Henry Hub Natural Gas Spot Price, Daily",20190212,D,2.71,Dollars per Million Btu
442,"Henry Hub Natural Gas Spot Price, Daily",20190211,D,2.76,Dollars per Million Btu
443,"Henry Hub Natural Gas Spot Price, Daily",20190208,D,2.66,Dollars per Million Btu
444,"Henry Hub Natural Gas Spot Price, Daily",20190207,D,2.62,Dollars per Million Btu
445,"Henry Hub Natural Gas Spot Price, Daily",20190206,D,2.58,Dollars per Million Btu
446,"Henry Hub Natural Gas Spot Price, Daily",20190205,D,2.54,Dollars per Million Btu
447,"Henry Hub Natural Gas Spot Price, Daily",20190204,D,2.57,Dollars per Million Btu
448,"Henry Hub Natural Gas Spot Price, Daily",20190201,D,2.7,Dollars per Million Btu
449,"Henry Hub Natural Gas Spot Price, Daily",20190131,D,2.82,Dollars per Million Btu
450,"Henry Hub Natural Gas Spot Price, Daily",20190130,D,3.0,Dollars per Million Btu
451,"Henry Hub Natural Gas Spot Price, Daily",20190129,D,2.94,Dollars per Million Btu
452,"Henry Hub Natural Gas Spot Price, Daily",20190128,D,3.05,Dollars per Million Btu
453,"Henry Hub Natural Gas Spot Price, Daily",20190125,D,3.07,Dollars per Million Btu
454,"Henry Hub Natural Gas Spot Price, Daily",20190124,D,3.13,Dollars per Million Btu
455,"Henry Hub Natural Gas Spot Price, Daily",20190123,D,3.13,Dollars per Million Btu
456,"Henry Hub Natural Gas Spot Price, Daily",20190122,D,3.43,Dollars per Million Btu
457,"Henry Hub Natural Gas Spot Price, Daily",20190121,D,3.43,Dollars per Million Btu
458,"Henry Hub Natural Gas Spot Price, Daily",20190118,D,3.43,Dollars per Million Btu
459,"Henry Hub Natural Gas Spot Price, Daily",20190117,D,3.58,Dollars per Million Btu
460,"Henry Hub Natural Gas Spot Price, Daily",20190116,D,3.58,Dollars per Million Btu
461,"Henry Hub Natural Gas Spot Price, Daily",20190115,D,3.54,Dollars per Million Btu
462,"Henry Hub Natural Gas Spot Price, Daily",20190114,D,3.36,Dollars per Million Btu
463,"Henry Hub Natural Gas Spot Price, Daily",20190111,D,2.95,Dollars per Million Btu
464,"Henry Hub Natural Gas Spot Price, Daily",20190110,D,2.95,Dollars per Million Btu
465,"Henry Hub Natural Gas Spot Price, Daily",20190109,D,2.92,Dollars per Million Btu
466,"Henry Hub Natural Gas Spot Price, Daily",20190108,D,2.89,Dollars per Million Btu
467,"Henry Hub Natural Gas Spot Price, Daily",20190107,D,2.74,Dollars per Million Btu
468,"Henry Hub Natural Gas Spot Price, Daily",20190104,D,2.8,Dollars per Million Btu
469,"Henry Hub Natural Gas Spot Price, Daily",20190103,D,2.72,Dollars per Million Btu
470,"Henry Hub Natural Gas Spot Price, Daily",20190102,D,3.25,Dollars per Million Btu
471,"Henry Hub Natural Gas Spot Price, Daily",20181228,D,3.25,Dollars per Million Btu
472,"Henry Hub Natural Gas Spot Price, Daily",20181227,D,3.1,Dollars per Million Btu
473,"Henry Hub Natural Gas Spot Price, Daily",20181226,D,3.42,Dollars per Million Btu
474,"Henry Hub Natural Gas Spot Price, Daily",20181221,D,3.7,Dollars per Million Btu
475,"Henry Hub Natural Gas Spot Price, Daily",20181220,D,3.7,Dollars per Million Btu
476,"Henry Hub Natural Gas Spot Price, Daily",20181219,D,3.64,Dollars per Million Btu
477,"Henry Hub Natural Gas Spot Price, Daily",20181218,D,3.8,Dollars per Million Btu
478,"Henry Hub Natural Gas Spot Price, Daily",20181217,D,3.8,Dollars per Million Btu
479,"Henry Hub Natural Gas Spot Price, Daily",20181214,D,3.99,Dollars per Million Btu
480,"Henry Hub Natural Gas Spot Price, Daily",20181213,D,4.31,Dollars per Million Btu
481,"Henry Hub Natural Gas Spot Price, Daily",20181212,D,4.53,Dollars per Million Btu
482,"Henry Hub Natural Gas Spot Price, Daily",20181211,D,4.53,Dollars per Million Btu
483,"Henry Hub Natural Gas Spot Price, Daily",20181210,D,4.54,Dollars per Million Btu
484,"Henry Hub Natural Gas Spot Price, Daily",20181207,D,4.51,Dollars per Million Btu
485,"Henry Hub Natural Gas Spot Price, Daily",20181206,D,4.44,Dollars per Million Btu
486,"Henry Hub Natural Gas Spot Price, Daily",20181205,D,4.69,Dollars per Million Btu
487,"Henry Hub Natural Gas Spot Price, Daily",20181204,D,4.4,Dollars per Million Btu
488,"Henry Hub Natural Gas Spot Price, Daily",20181203,D,4.4,Dollars per Million Btu
489,"Henry Hub Natural Gas Spot Price, Daily",20181130,D,4.61,Dollars per Million Btu
490,"Henry Hub Natural Gas Spot Price, Daily",20181129,D,4.5,Dollars per Million Btu
491,"Henry Hub Natural Gas Spot Price, Daily",20181128,D,4.5,Dollars per Million Btu
492,"Henry Hub Natural Gas Spot Price, Daily",20181127,D,4.28,Dollars per Million Btu
493,"Henry Hub Natural Gas Spot Price, Daily",20181126,D,4.28,Dollars per Million Btu
494,"Henry Hub Natural Gas Spot Price, Daily",20181121,D,4.7,Dollars per Million Btu
495,"Henry Hub Natural Gas Spot Price, Daily",20181120,D,4.65,Dollars per Million Btu
496,"Henry Hub Natural Gas Spot Price, Daily",20181119,D,4.65,Dollars per Million Btu
497,"Henry Hub Natural Gas Spot Price, Daily",20181116,D,4.3,Dollars per Million Btu
498,"Henry Hub Natural Gas Spot Price, Daily",20181115,D,4.69,Dollars per Million Btu
499,"Henry Hub Natural Gas Spot Price, Daily",20181114,D,4.1,Dollars per Million Btu
500,"Henry Hub Natural Gas Spot Price, Daily",20181113,D,4.1,Dollars per Million Btu
501,"Henry Hub Natural Gas Spot Price, Daily",20181112,D,3.96,Dollars per Million Btu
502,"Henry Hub Natural Gas Spot Price, Daily",20181109,D,3.74,Dollars per Million Btu
503,"Henry Hub Natural Gas Spot Price, Daily",20181108,D,3.54,Dollars per Million Btu
504,"Henry Hub Natural Gas Spot Price, Daily",20181107,D,3.54,Dollars per Million Btu
505,"Henry Hub Natural Gas Spot Price, Daily",20181106,D,3.53,Dollars per Million Btu
506,"Henry Hub Natural Gas Spot Price, Daily",20181105,D,3.53,Dollars per Million Btu
507,"Henry Hub Natural Gas Spot Price, Daily",20181102,D,3.26,Dollars per Million Btu
508,"Henry Hub Natural Gas Spot Price, Daily",20181101,D,3.36,Dollars per Million Btu
509,"Henry Hub Natural Gas Spot Price, Daily",20181031,D,3.31,Dollars per Million Btu
510,"Henry Hub Natural Gas Spot Price, Daily",20181030,D,3.27,Dollars per Million Btu
511,"Henry Hub Natural Gas Spot Price, Daily",20181029,D,3.2,Dollars per Million Btu
512,"Henry Hub Natural Gas Spot Price, Daily",20181026,D,3.27,Dollars per Million Btu
513,"Henry Hub Natural Gas Spot Price, Daily",20181025,D,3.42,Dollars per Million Btu
514,"Henry Hub Natural Gas Spot Price, Daily",20181024,D,3.42,Dollars per Million Btu
515,"Henry Hub Natural Gas Spot Price, Daily",20181023,D,3.28,Dollars per Million Btu
516,"Henry Hub Natural Gas Spot Price, Daily",20181022,D,3.2,Dollars per Million Btu
517,"Henry Hub Natural Gas Spot Price, Daily",20181019,D,3.2,Dollars per Million Btu
518,"Henry Hub Natural Gas Spot Price, Daily",20181018,D,3.28,Dollars per Million Btu
519,"Henry Hub Natural Gas Spot Price, Daily",20181017,D,3.3,Dollars per Million Btu
520,"Henry Hub Natural Gas Spot Price, Daily",20181016,D,3.27,Dollars per Million Btu
521,"Henry Hub Natural Gas Spot Price, Daily",20181015,D,3.26,Dollars per Million Btu
522,"Henry Hub Natural Gas Spot Price, Daily",20181012,D,3.19,Dollars per Million Btu
523,"Henry Hub Natural Gas Spot Price, Daily",20181011,D,3.16,Dollars per Million Btu
524,"Henry Hub Natural Gas Spot Price, Daily",20181010,D,3.45,Dollars per Million Btu
525,"Henry Hub Natural Gas Spot Price, Daily",20181009,D,3.4,Dollars per Million Btu
526,"Henry Hub Natural Gas Spot Price, Daily",20181008,D,3.28,Dollars per Million Btu
527,"Henry Hub Natural Gas Spot Price, Daily",20181005,D,3.25,Dollars per Million Btu
528,"Henry Hub Natural Gas Spot Price, Daily",20181004,D,3.39,Dollars per Million Btu
529,"Henry Hub Natural Gas Spot Price, Daily",20181003,D,3.26,Dollars per Million Btu
530,"Henry Hub Natural Gas Spot Price, Daily",20181002,D,3.14,Dollars per Million Btu
531,"Henry Hub Natural Gas Spot Price, Daily",20181001,D,3.13,Dollars per Million Btu
532,"Henry Hub Natural Gas Spot Price, Daily",20180928,D,3.01,Dollars per Million Btu
533,"Henry Hub Natural Gas Spot Price, Daily",20180927,D,3.05,Dollars per Million Btu
534,"Henry Hub Natural Gas Spot Price, Daily",20180926,D,3.1,Dollars per Million Btu
535,"Henry Hub Natural Gas Spot Price, Daily",20180925,D,3.12,Dollars per Million Btu
536,"Henry Hub Natural Gas Spot Price, Daily",20180924,D,3.04,Dollars per Million Btu
537,"Henry Hub Natural Gas Spot Price, Daily",20180921,D,3.02,Dollars per Million Btu
538,"Henry Hub Natural Gas Spot Price, Daily",20180920,D,3.07,Dollars per Million Btu
539,"Henry Hub Natural Gas Spot Price, Daily",20180919,D,3.11,Dollars per Million Btu
540,"Henry Hub Natural Gas Spot Price, Daily",20180918,D,3.0,Dollars per Million Btu
541,"Henry Hub Natural Gas Spot Price, Daily",20180917,D,2.95,Dollars per Million Btu
542,"Henry Hub Natural Gas Spot Price, Daily",20180914,D,2.91,Dollars per Million Btu
543,"Henry Hub Natural Gas Spot Price, Daily",20180913,D,2.94,Dollars per Million Btu
544,"Henry Hub Natural Gas Spot Price, Daily",20180912,D,2.98,Dollars per Million Btu
545,"Henry Hub Natural Gas Spot Price, Daily",20180911,D,2.94,Dollars per Million Btu
546,"Henry Hub Natural Gas Spot Price, Daily",20180910,D,2.9,Dollars per Million Btu
547,"Henry Hub Natural Gas Spot Price, Daily",20180907,D,2.88,Dollars per Million Btu
548,"Henry Hub Natural Gas Spot Price, Daily",20180906,D,2.93,Dollars per Million Btu
549,"Henry Hub Natural Gas Spot Price, Daily",20180905,D,3.0,Dollars per Million Btu
550,"Henry Hub Natural Gas Spot Price, Daily",20180904,D,2.96,Dollars per Million Btu
551,"Henry Hub Natural Gas Spot Price, Daily",20180831,D,2.98,Dollars per Million Btu
552,"Henry Hub Natural Gas Spot Price, Daily",20180830,D,2.96,Dollars per Million Btu
553,"Henry Hub Natural Gas Spot Price, Daily",20180829,D,2.96,Dollars per Million Btu
554,"Henry Hub Natural Gas Spot Price, Daily",20180828,D,2.98,Dollars per Million Btu
555,"Henry Hub Natural Gas Spot Price, Daily",20180827,D,2.98,Dollars per Million Btu
556,"Henry Hub Natural Gas Spot Price, Daily",20180824,D,2.99,Dollars per Million Btu
557,"Henry Hub Natural Gas Spot Price, Daily",20180823,D,3.01,Dollars per Million Btu
558,"Henry Hub Natural Gas Spot Price, Daily",20180822,D,3.02,Dollars per Million Btu
559,"Henry Hub Natural Gas Spot Price, Daily",20180821,D,3.01,Dollars per Million Btu
560,"Henry Hub Natural Gas Spot Price, Daily",20180820,D,3.04,Dollars per Million Btu
561,"Henry Hub Natural Gas Spot Price, Daily",20180817,D,3.01,Dollars per Million Btu
562,"Henry Hub Natural Gas Spot Price, Daily",20180816,D,3.02,Dollars per Million Btu
563,"Henry Hub Natural Gas Spot Price, Daily",20180815,D,3.02,Dollars per Million Btu
564,"Henry Hub Natural Gas Spot Price, Daily",20180814,D,3.02,Dollars per Million Btu
565,"Henry Hub Natural Gas Spot Price, Daily",20180813,D,2.92,Dollars per Million Btu
566,"Henry Hub Natural Gas Spot Price, Daily",20180810,D,2.96,Dollars per Million Btu
567,"Henry Hub Natural Gas Spot Price, Daily",20180809,D,3.02,Dollars per Million Btu
568,"Henry Hub Natural Gas Spot Price, Daily",20180808,D,2.99,Dollars per Million Btu
569,"Henry Hub Natural Gas Spot Price, Daily",20180807,D,2.95,Dollars per Million Btu
570,"Henry Hub Natural Gas Spot Price, Daily",20180806,D,2.85,Dollars per Million Btu
571,"Henry Hub Natural Gas Spot Price, Daily",20180803,D,2.86,Dollars per Million Btu
572,"Henry Hub Natural Gas Spot Price, Daily",20180802,D,2.77,Dollars per Million Btu
573,"Henry Hub Natural Gas Spot Price, Daily",20180801,D,2.8,Dollars per Million Btu
574,"Henry Hub Natural Gas Spot Price, Daily",20180731,D,2.82,Dollars per Million Btu
575,"Henry Hub Natural Gas Spot Price, Daily",20180730,D,2.75,Dollars per Million Btu
576,"Henry Hub Natural Gas Spot Price, Daily",20180727,D,2.78,Dollars per Million Btu
577,"Henry Hub Natural Gas Spot Price, Daily",20180726,D,2.82,Dollars per Million Btu
578,"Henry Hub Natural Gas Spot Price, Daily",20180725,D,2.82,Dollars per Million Btu
579,"Henry Hub Natural Gas Spot Price, Daily",20180724,D,2.73,Dollars per Million Btu
580,"Henry Hub Natural Gas Spot Price, Daily",20180723,D,2.79,Dollars per Million Btu
581,"Henry Hub Natural Gas Spot Price, Daily",20180720,D,2.79,Dollars per Million Btu
582,"Henry Hub Natural Gas Spot Price, Daily",20180719,D,2.75,Dollars per Million Btu
583,"Henry Hub Natural Gas Spot Price, Daily",20180718,D,2.8,Dollars per Million Btu
584,"Henry Hub Natural Gas Spot Price, Daily",20180717,D,2.81,Dollars per Million Btu
585,"Henry Hub Natural Gas Spot Price, Daily",20180716,D,2.76,Dollars per Million Btu
586,"Henry Hub Natural Gas Spot Price, Daily",20180713,D,2.86,Dollars per Million Btu
587,"Henry Hub Natural Gas Spot Price, Daily",20180712,D,2.89,Dollars per Million Btu
588,"Henry Hub Natural Gas Spot Price, Daily",20180711,D,2.89,Dollars per Million Btu
589,"Henry Hub Natural Gas Spot Price, Daily",20180710,D,2.9,Dollars per Million Btu
590,"Henry Hub Natural Gas Spot Price, Daily",20180709,D,2.9,Dollars per Million Btu
591,"Henry Hub Natural Gas Spot Price, Daily",20180706,D,2.91,Dollars per Million Btu
592,"Henry Hub Natural Gas Spot Price, Daily",20180705,D,2.91,Dollars per Million Btu
593,"Henry Hub Natural Gas Spot Price, Daily",20180703,D,2.9,Dollars per Million Btu
594,"Henry Hub Natural Gas Spot Price, Daily",20180702,D,2.9,Dollars per Million Btu
595,"Henry Hub Natural Gas Spot Price, Daily",20180629,D,2.96,Dollars per Million Btu
596,"Henry Hub Natural Gas Spot Price, Daily",20180628,D,2.99,Dollars per Million Btu
597,"Henry Hub Natural Gas Spot Price, Daily",20180627,D,3.01,Dollars per Million Btu
598,"Henry Hub Natural Gas Spot Price, Daily",20180626,D,2.98,Dollars per Million Btu
599,"Henry Hub Natural Gas Spot Price, Daily",20180625,D,2.96,Dollars per Million Btu
600,"Henry Hub Natural Gas Spot Price, Daily",20180622,D,2.95,Dollars per Million Btu
601,"Henry Hub Natural Gas Spot Price, Daily",20180621,D,3.08,Dollars per Million Btu
602,"Henry Hub Natural Gas Spot Price, Daily",20180620,D,2.96,Dollars per Million Btu
603,"Henry Hub Natural Gas Spot Price, Daily",20180619,D,2.95,Dollars per Million Btu
604,"Henry Hub Natural Gas Spot Price, Daily",20180618,D,2.99,Dollars per Million Btu
605,"Henry Hub Natural Gas Spot Price, Daily",20180615,D,3.02,Dollars per Million Btu
