,Crypto,Date,Low,High,Open,Close,Volume
68,DASH,2020-08-23,87.73,93.324,90.943,91.581,9023.87657595
69,DASH,2020-08-22,85.001,90.99,86.639,90.847,11435.05825658
70,DASH,2020-08-21,86.542,95.973,91.493,86.639,18093.84995207
71,DASH,2020-08-20,87.251,91.757,87.721,91.454,12198.66105732
72,DASH,2020-08-19,86.8,93.88,92.984,87.837,15322.6890782
73,DASH,2020-08-18,92.0,98.888,97.605,92.762,16027.61512924
74,DASH,2020-08-17,92.881,100.549,95.19,97.81,22248.9919479
75,DASH,2020-08-16,91.288,95.535,94.049,95.181,33236.25093203
76,DASH,2020-08-15,91.286,95.986,92.377,94.058,16506.65522243
77,DASH,2020-08-14,89.997,92.943,92.798,92.319,16034.05953179
78,DASH,2020-08-13,85.659,93.314,91.743,92.787,22038.6739321
79,DASH,2020-08-12,84.413,92.3,88.575,91.846,29874.16491695
80,DASH,2020-08-11,85.217,96.727,95.642,88.587,16625.32612272
81,DASH,2020-08-10,93.555,98.397,97.658,95.515,14899.66759691
82,DASH,2020-08-09,94.789,99.0,98.338,97.659,19534.8452789
83,DASH,2020-08-08,94.5,102.387,96.581,98.33,25758.59632228
84,DASH,2020-08-07,92.267,107.85,100.533,96.582,36098.75606542
85,DASH,2020-08-06,90.319,105.929,92.312,100.524,43852.93175591
86,DASH,2020-08-05,85.915,93.652,86.98,92.262,13940.42564998
87,DASH,2020-08-04,85.37,89.247,87.819,86.94,9574.92643263
88,DASH,2020-08-03,83.891,89.852,85.129,87.744,16672.2366435
89,DASH,2020-08-02,82.0,95.515,93.219,85.2,20393.90577789
90,DASH,2020-08-01,81.809,94.632,82.574,93.252,26999.03577769
91,DASH,2020-07-31,80.021,83.773,81.619,82.575,10240.65006574
92,DASH,2020-07-30,79.444,82.884,81.305,81.44,8202.5088315
93,DASH,2020-07-29,78.696,84.708,80.104,81.494,18132.3174277
94,DASH,2020-07-28,76.096,80.98,77.71,80.02,14481.34828822
95,DASH,2020-07-27,73.299,79.646,75.403,77.756,22392.03671328
96,DASH,2020-07-26,74.261,77.852,74.829,75.391,9250.96785146
97,DASH,2020-07-25,72.256,75.368,72.256,74.703,9490.11766141
98,DASH,2020-07-24,71.435,73.565,73.482,72.244,5190.03782615
99,DASH,2020-07-23,72.531,74.214,73.825,73.56,11785.18245676
100,DASH,2020-07-22,71.317,74.001,71.317,73.896,8707.85928175
101,DASH,2020-07-21,68.788,71.307,68.798,71.307,5048.28358696
102,DASH,2020-07-20,68.572,70.636,70.558,68.849,3915.87348372
103,DASH,2020-07-19,68.84,73.0,69.183,70.558,5704.80615769
104,DASH,2020-07-18,68.735,69.711,69.545,69.27,3455.19263891
105,DASH,2020-07-17,68.738,69.977,69.215,69.563,3698.073858
106,DASH,2020-07-16,68.085,71.329,71.088,69.248,8398.63204258
107,DASH,2020-07-15,70.0,72.183,71.942,71.001,5104.13780329
108,DASH,2020-07-14,70.0,72.478,71.459,71.929,5941.45142677
109,DASH,2020-07-13,70.944,75.6,72.093,71.659,8695.95007256
110,DASH,2020-07-12,70.552,72.99,72.627,72.027,4956.77270299
111,DASH,2020-07-11,71.289,72.925,71.832,72.674,4471.3253195
112,DASH,2020-07-10,70.03,71.895,71.634,71.831,2696.18771539
113,DASH,2020-07-09,70.444,74.0,72.549,71.465,6952.52598871
114,DASH,2020-07-08,69.414,73.223,69.938,72.796,6989.58673739
115,DASH,2020-07-07,69.042,70.885,70.359,69.905,2810.52555495
116,DASH,2020-07-06,66.993,70.707,67.355,70.242,7251.03252283
117,DASH,2020-07-05,66.01,68.046,67.745,67.355,2588.34655114
118,DASH,2020-07-04,66.206,68.201,66.308,67.624,3300.0661818
119,DASH,2020-07-03,65.956,67.0,66.532,66.472,5186.3756651
120,DASH,2020-07-02,65.52,68.551,68.328,66.56,4660.39342384
121,DASH,2020-07-01,67.325,69.123,67.922,68.328,3494.83037409
122,DASH,2020-06-30,67.54,69.09,68.977,68.044,3562.59561729
123,DASH,2020-06-29,66.733,69.197,67.6,68.971,7214.45372255
124,DASH,2020-06-28,65.828,68.49,66.695,67.625,3464.81275998
125,DASH,2020-06-27,65.0,71.08,70.627,66.776,4974.64973395
126,DASH,2020-06-26,69.64,71.32,70.958,70.648,3795.40769644
127,DASH,2020-06-25,70.1,72.296,72.231,70.994,8697.08658474
128,DASH,2020-06-24,70.751,75.46,74.116,72.344,11081.51083892
129,DASH,2020-06-23,71.352,77.695,72.241,74.091,7407.72052408
130,DASH,2020-06-22,70.097,72.755,70.102,72.371,3416.77839132
131,DASH,2020-06-21,69.893,71.2,70.926,70.102,2936.10143081
132,DASH,2020-06-20,69.224,71.181,70.051,71.031,3484.50306629
133,DASH,2020-06-19,69.86,71.38,71.38,70.05,5092.92379789
134,DASH,2020-06-18,70.63,72.483,72.205,71.405,3139.44551944
135,DASH,2020-06-17,70.957,73.277,72.573,72.205,4045.17106329
136,DASH,2020-06-16,71.35,73.119,71.984,72.563,3517.44963248
137,DASH,2020-06-15,68.101,72.61,72.437,71.997,8623.98001283
138,DASH,2020-06-14,72.06,74.174,74.075,72.449,4262.59425072
139,DASH,2020-06-13,72.567,74.459,73.31,73.96,3740.26751561
140,DASH,2020-06-12,71.221,74.787,71.993,73.38,5917.28491094
141,DASH,2020-06-11,71.83,78.801,78.361,71.83,9037.00295302
142,DASH,2020-06-10,77.1,78.448,77.571,78.3,5197.82157321
143,DASH,2020-06-09,76.87,78.1,77.785,77.478,4252.49954364
144,DASH,2020-06-08,77.0,78.311,78.0,77.785,4409.92688018
145,DASH,2020-06-07,75.773,78.818,78.321,78.036,3843.38708192
146,DASH,2020-06-06,77.0,79.0,77.833,78.376,4446.16930177
147,DASH,2020-06-05,77.557,79.709,78.553,77.878,6390.98152237
148,DASH,2020-06-04,76.741,79.0,78.324,78.616,6718.68931526
149,DASH,2020-06-03,76.778,78.682,78.077,78.345,6808.6341503
150,DASH,2020-06-02,76.0,82.134,79.948,78.267,17775.97774631
151,DASH,2020-06-01,75.625,80.999,76.13,79.948,8268.64146041
152,DASH,2020-05-31,75.746,80.707,79.013,76.198,7765.65600939
153,DASH,2020-05-30,73.588,79.893,74.169,79.074,12325.48988192
154,DASH,2020-05-29,73.332,75.536,75.112,74.235,6918.21561118
155,DASH,2020-05-28,72.419,75.295,73.492,75.134,5335.35976258
156,DASH,2020-05-27,72.412,75.0,72.752,73.631,9061.62900405
157,DASH,2020-05-26,71.242,73.788,73.46,72.752,10507.81036399
158,DASH,2020-05-25,71.227,73.686,71.605,73.626,6104.90745494
159,DASH,2020-05-24,71.69,75.499,73.891,71.74,5129.28639579
160,DASH,2020-05-23,73.472,75.76,75.02,73.997,3267.92874412
161,DASH,2020-05-22,72.321,75.536,72.964,74.864,8184.24633546
162,DASH,2020-05-21,70.855,78.35,78.209,72.814,10447.5901177
163,DASH,2020-05-20,75.0,78.492,77.004,78.349,8932.25067649
164,DASH,2020-05-19,74.214,77.27,76.01,77.138,7908.27564988
165,DASH,2020-05-18,74.485,78.445,74.956,76.01,11721.15492432
166,DASH,2020-05-17,73.4,77.0,73.574,74.92,9375.75208186
167,DASH,2020-05-16,72.129,74.413,72.186,73.671,4584.3978448
168,DASH,2020-05-15,71.764,75.026,74.778,72.298,6998.01678604
169,DASH,2020-05-14,73.356,76.0,73.837,74.707,7061.77782464
170,DASH,2020-05-13,72.334,75.219,73.279,73.837,7834.09573648
171,DASH,2020-05-12,69.561,75.185,69.789,73.322,8799.61028246
172,DASH,2020-05-11,66.512,73.732,72.407,69.977,13438.53975315
173,DASH,2020-05-10,68.045,79.551,79.501,72.4,20659.0086007
174,DASH,2020-05-09,79.032,82.515,81.787,79.632,9674.15020844
175,DASH,2020-05-08,77.415,83.267,78.909,81.871,12908.81221283
176,DASH,2020-05-07,76.54,80.113,77.0,78.979,10093.39345614
177,DASH,2020-05-06,77.001,81.0,79.199,77.001,7549.99877029
178,DASH,2020-05-05,78.3,81.0,79.902,79.438,4439.3865671
179,DASH,2020-05-04,74.949,81.432,81.134,79.784,10933.97419467
180,DASH,2020-05-03,79.537,84.134,83.407,81.133,7519.72880481
181,DASH,2020-05-02,81.73,83.832,82.917,83.317,4105.18302762
182,DASH,2020-05-01,81.143,83.999,81.143,83.123,6735.95065533
183,DASH,2020-04-30,80.243,89.333,85.431,80.835,19147.74713424
184,DASH,2020-04-29,82.33,86.5,82.393,85.459,19839.75155845
185,DASH,2020-04-28,79.803,83.444,83.009,82.444,9932.21430683
186,DASH,2020-04-27,80.5,84.715,84.248,82.989,11151.19535618
187,DASH,2020-04-26,81.746,87.703,85.85,84.135,15491.55321175
188,DASH,2020-04-25,80.5,88.177,81.437,85.75,11366.71821653
189,DASH,2020-04-24,80.601,82.998,81.461,81.347,8074.2572961
190,DASH,2020-04-23,79.074,85.0,80.999,81.218,13934.0160417
191,DASH,2020-04-22,74.218,82.0,74.769,80.848,13937.05671783
192,DASH,2020-04-21,73.026,76.23,74.278,74.636,8854.55467012
193,DASH,2020-04-20,73.116,82.82,80.419,74.103,17953.92979134
194,DASH,2020-04-19,77.77,83.726,80.228,80.319,20111.57362956
195,DASH,2020-04-18,76.417,80.701,76.626,80.207,10437.7843111
196,DASH,2020-04-17,74.689,77.861,76.965,76.571,4896.41772697
